,segmentation,area,iscrowd,image_id,bbox,category_id,id,ignore
244,"[[243, 121, 243, 257, 420, 257, 420, 121]]",24072,0,370,"[243, 121, 177, 136]",4,245,0
245,"[[268, 18, 268, 296, 360, 296, 360, 18]]",25576,0,372,"[268, 18, 92, 278]",15,246,0
246,"[[353, 113, 353, 156, 420, 156, 420, 113]]",2881,0,372,"[353, 113, 67, 43]",13,247,0
247,"[[77, 21, 77, 304, 253, 304, 253, 21]]",49808,0,372,"[77, 21, 176, 283]",13,248,0
248,"[[45, 15, 45, 341, 443, 341, 443, 15]]",129748,0,379,"[45, 15, 398, 326]",2,249,0
249,"[[2, 166, 2, 500, 163, 500, 163, 166]]",53774,0,382,"[2, 166, 161, 334]",4,250,0
250,"[[99, 264, 99, 298, 119, 298, 119, 264]]",680,0,382,"[99, 264, 20, 34]",15,251,0
251,"[[4, 17, 4, 255, 482, 255, 482, 17]]",113764,0,387,"[4, 17, 478, 238]",7,252,0
252,"[[56, 46, 56, 458, 465, 458, 465, 46]]",168508,0,391,"[56, 46, 409, 412]",16,253,0
253,"[[195, 188, 195, 375, 500, 375, 500, 188]]",57035,0,394,"[195, 188, 305, 187]",11,254,0
254,"[[28, 84, 28, 375, 253, 375, 253, 84]]",65475,0,394,"[28, 84, 225, 291]",15,255,0
255,"[[0, 22, 0, 307, 344, 307, 344, 22]]",98040,0,394,"[0, 22, 344, 285]",15,256,0
256,"[[438, 24, 438, 71, 483, 71, 483, 24]]",2115,0,394,"[438, 24, 45, 47]",15,257,0
257,"[[433, 31, 433, 70, 454, 70, 454, 31]]",819,0,394,"[433, 31, 21, 39]",15,258,1
258,"[[103, 53, 103, 264, 429, 264, 429, 53]]",68786,0,395,"[103, 53, 326, 211]",3,259,0
259,"[[10, 48, 10, 489, 332, 489, 332, 48]]",142002,0,400,"[10, 48, 322, 441]",8,260,0
260,"[[132, 88, 132, 321, 394, 321, 394, 88]]",61046,0,404,"[132, 88, 262, 233]",7,261,0
261,"[[53, 284, 53, 313, 114, 313, 114, 284]]",1769,0,406,"[53, 284, 61, 29]",7,262,0
262,"[[108, 278, 108, 319, 125, 319, 125, 278]]",697,0,406,"[108, 278, 17, 41]",15,263,1
263,"[[91, 290, 91, 323, 110, 323, 110, 290]]",627,0,406,"[91, 290, 19, 33]",15,264,1
264,"[[236, 280, 236, 309, 249, 309, 249, 280]]",377,0,406,"[236, 280, 13, 29]",15,265,1
265,"[[279, 289, 279, 308, 291, 308, 291, 289]]",228,0,406,"[279, 289, 12, 19]",15,266,1
266,"[[425, 291, 425, 315, 458, 315, 458, 291]]",792,0,406,"[425, 291, 33, 24]",7,267,1
267,"[[209, 32, 209, 191, 328, 191, 328, 32]]",18921,0,407,"[209, 32, 119, 159]",15,268,0
268,"[[64, 72, 64, 310, 403, 310, 403, 72]]",80682,0,407,"[64, 72, 339, 238]",13,269,0
269,"[[126, 189, 126, 277, 158, 277, 158, 189]]",2816,0,411,"[126, 189, 32, 88]",15,270,0
270,"[[198, 193, 198, 275, 233, 275, 233, 193]]",2870,0,411,"[198, 193, 35, 82]",15,271,0
271,"[[166, 195, 166, 236, 185, 236, 185, 195]]",779,0,411,"[166, 195, 19, 41]",15,272,0
272,"[[87, 192, 87, 294, 119, 294, 119, 192]]",3264,0,411,"[87, 192, 32, 102]",15,273,0
273,"[[19, 194, 19, 297, 55, 297, 55, 194]]",3708,0,411,"[19, 194, 36, 103]",15,274,0
274,"[[0, 197, 0, 295, 19, 295, 19, 197]]",1862,0,411,"[0, 197, 19, 98]",15,275,1
275,"[[64, 184, 64, 293, 90, 293, 90, 184]]",2834,0,411,"[64, 184, 26, 109]",15,276,0
276,"[[52, 194, 52, 230, 65, 230, 65, 194]]",468,0,411,"[52, 194, 13, 36]",15,277,1
277,"[[42, 195, 42, 214, 56, 214, 56, 195]]",266,0,411,"[42, 195, 14, 19]",15,278,1
278,"[[156, 194, 156, 223, 168, 223, 168, 194]]",348,0,411,"[156, 194, 12, 29]",15,279,1
279,"[[329, 138, 329, 248, 399, 248, 399, 138]]",7700,0,416,"[329, 138, 70, 110]",17,280,0
280,"[[180, 170, 180, 252, 259, 252, 259, 170]]",6478,0,416,"[180, 170, 79, 82]",17,281,0
281,"[[216, 153, 216, 244, 345, 244, 345, 153]]",11739,0,416,"[216, 153, 129, 91]",17,282,0
282,"[[5, 0, 5, 326, 500, 326, 500, 0]]",161370,0,430,"[5, 0, 495, 326]",8,283,0
283,"[[31, 88, 31, 360, 497, 360, 497, 88]]",126752,0,431,"[31, 88, 466, 272]",1,284,0
284,"[[84, 315, 84, 340, 125, 340, 125, 315]]",1025,0,431,"[84, 315, 41, 25]",7,285,0
285,"[[239, 55, 239, 332, 432, 332, 432, 55]]",53461,0,438,"[239, 55, 193, 277]",15,286,0
286,"[[129, 166, 129, 476, 230, 476, 230, 166]]",31310,0,446,"[129, 166, 101, 310]",15,287,0
287,"[[80, 85, 80, 472, 244, 472, 244, 85]]",63468,0,446,"[80, 85, 164, 387]",15,288,0
288,"[[37, 35, 37, 426, 325, 426, 325, 35]]",112608,0,450,"[37, 35, 288, 391]",19,289,0
289,"[[0, 14, 0, 297, 460, 297, 460, 14]]",130180,0,454,"[0, 14, 460, 283]",12,290,0
290,"[[195, 76, 195, 165, 301, 165, 301, 76]]",9434,0,463,"[195, 76, 106, 89]",14,291,0
291,"[[220, 46, 220, 161, 283, 161, 283, 46]]",7245,0,463,"[220, 46, 63, 115]",15,292,0
292,"[[481, 41, 481, 73, 500, 73, 500, 41]]",608,0,463,"[481, 41, 19, 32]",7,293,1
293,"[[0, 142, 0, 500, 217, 500, 217, 142]]",77686,0,468,"[0, 142, 217, 358]",15,294,0
294,"[[5, 190, 5, 500, 330, 500, 330, 190]]",100750,0,468,"[5, 190, 325, 310]",15,295,0
295,"[[15, 27, 15, 315, 454, 315, 454, 27]]",126432,0,469,"[15, 27, 439, 288]",7,296,0
296,"[[193, 88, 193, 335, 415, 335, 415, 88]]",54834,0,470,"[193, 88, 222, 247]",13,297,0
297,"[[159, 91, 159, 312, 328, 312, 328, 91]]",37349,0,470,"[159, 91, 169, 221]",13,298,1
298,"[[442, 129, 442, 270, 500, 270, 500, 129]]",8178,0,470,"[442, 129, 58, 141]",13,299,1
299,"[[144, 131, 144, 230, 173, 230, 173, 131]]",2871,0,470,"[144, 131, 29, 99]",15,300,0
300,"[[52, 156, 52, 359, 448, 359, 448, 156]]",80388,0,474,"[52, 156, 396, 203]",7,301,0
301,"[[14, 60, 14, 156, 99, 156, 99, 60]]",8160,0,474,"[14, 60, 85, 96]",4,302,0
302,"[[201, 82, 201, 160, 258, 160, 258, 82]]",4446,0,474,"[201, 82, 57, 78]",4,303,1
303,"[[331, 109, 331, 153, 372, 153, 372, 109]]",1804,0,474,"[331, 109, 41, 44]",4,304,1
304,"[[422, 147, 422, 163, 461, 163, 461, 147]]",624,0,474,"[422, 147, 39, 16]",4,305,1
305,"[[125, 109, 125, 373, 358, 373, 358, 109]]",61512,0,476,"[125, 109, 233, 264]",15,306,0
306,"[[207, 296, 207, 375, 406, 375, 406, 296]]",15721,0,476,"[207, 296, 199, 79]",12,307,1
307,"[[3, 154, 3, 344, 378, 344, 378, 154]]",71250,0,476,"[3, 154, 375, 190]",18,308,1
308,"[[0, 63, 0, 170, 30, 170, 30, 63]]",3210,0,477,"[0, 63, 30, 107]",6,309,0
309,"[[29, 98, 29, 146, 61, 146, 61, 98]]",1536,0,477,"[29, 98, 32, 48]",6,310,0
310,"[[62, 131, 62, 154, 79, 154, 79, 131]]",391,0,477,"[62, 131, 17, 23]",7,311,1
311,"[[108, 187, 108, 249, 121, 249, 121, 187]]",806,0,477,"[108, 187, 13, 62]",2,312,1
312,"[[99, 129, 99, 237, 137, 237, 137, 129]]",4104,0,477,"[99, 129, 38, 108]",15,313,0
313,"[[150, 130, 150, 246, 181, 246, 181, 130]]",3596,0,477,"[150, 130, 31, 116]",15,314,0
314,"[[178, 132, 178, 207, 193, 207, 193, 132]]",1125,0,477,"[178, 132, 15, 75]",15,315,0
315,"[[192, 134, 192, 287, 231, 287, 231, 134]]",5967,0,477,"[192, 134, 39, 153]",15,316,0
316,"[[228, 137, 228, 258, 254, 258, 254, 137]]",3146,0,477,"[228, 137, 26, 121]",15,317,0
317,"[[254, 120, 254, 278, 298, 278, 298, 120]]",6952,0,477,"[254, 120, 44, 158]",15,318,0
318,"[[278, 131, 278, 289, 323, 289, 323, 131]]",7110,0,477,"[278, 131, 45, 158]",15,319,0
319,"[[300, 129, 300, 316, 339, 316, 339, 129]]",7293,0,477,"[300, 129, 39, 187]",15,320,0
320,"[[317, 116, 317, 333, 362, 333, 362, 116]]",9765,0,477,"[317, 116, 45, 217]",15,321,0
321,"[[331, 130, 331, 332, 400, 332, 400, 130]]",13938,0,477,"[331, 130, 69, 202]",15,322,0
322,"[[379, 124, 379, 333, 449, 333, 449, 124]]",14630,0,477,"[379, 124, 70, 209]",15,323,0
323,"[[426, 124, 426, 333, 500, 333, 500, 124]]",15466,0,477,"[426, 124, 74, 209]",15,324,0
324,"[[75, 41, 75, 214, 212, 214, 212, 41]]",23701,0,484,"[75, 41, 137, 173]",16,325,0
325,"[[47, 37, 47, 375, 462, 375, 462, 37]]",140270,0,484,"[47, 37, 415, 338]",16,326,0
326,"[[223, 185, 223, 230, 297, 230, 297, 185]]",3330,0,489,"[223, 185, 74, 45]",3,327,0
327,"[[456, 216, 456, 338, 500, 338, 500, 216]]",5368,0,496,"[456, 216, 44, 122]",11,328,1
328,"[[418, 209, 418, 319, 482, 319, 482, 209]]",7040,0,496,"[418, 209, 64, 110]",9,329,0
329,"[[372, 141, 372, 374, 500, 374, 500, 141]]",29824,0,503,"[372, 141, 128, 233]",18,330,0
330,"[[13, 145, 13, 361, 137, 361, 137, 145]]",26784,0,503,"[13, 145, 124, 216]",18,331,0
331,"[[434, 17, 434, 169, 500, 169, 500, 17]]",10032,0,508,"[434, 17, 66, 152]",3,332,0
332,"[[246, 138, 246, 375, 412, 375, 412, 138]]",39342,0,508,"[246, 138, 166, 237]",3,333,0
333,"[[163, 46, 163, 231, 326, 231, 326, 46]]",30155,0,508,"[163, 46, 163, 185]",3,334,0
334,"[[18, 99, 18, 327, 156, 327, 156, 99]]",31464,0,508,"[18, 99, 138, 228]",3,335,0
335,"[[154, 126, 154, 329, 288, 329, 288, 126]]",27202,0,508,"[154, 126, 134, 203]",3,336,0
336,"[[212, 90, 212, 245, 500, 245, 500, 90]]",44640,0,516,"[212, 90, 288, 155]",8,337,0
337,"[[0, 8, 0, 375, 500, 375, 500, 8]]",183500,0,516,"[0, 8, 500, 367]",15,338,0
338,"[[1, 1, 1, 375, 500, 375, 500, 1]]",186626,0,516,"[1, 1, 499, 374]",18,339,1
339,"[[382, 32, 382, 93, 418, 93, 418, 32]]",2196,0,518,"[382, 32, 36, 61]",15,340,1
340,"[[0, 190, 0, 252, 21, 252, 21, 190]]",1302,0,518,"[0, 190, 21, 62]",15,341,0
341,"[[18, 75, 18, 311, 478, 311, 478, 75]]",108560,0,518,"[18, 75, 460, 236]",6,342,0
342,"[[214, 113, 214, 248, 326, 248, 326, 113]]",15120,0,519,"[214, 113, 112, 135]",4,343,0
343,"[[379, 191, 379, 238, 500, 238, 500, 191]]",5687,0,519,"[379, 191, 121, 47]",4,344,0
344,"[[12, 123, 12, 249, 157, 249, 157, 123]]",18270,0,519,"[12, 123, 145, 126]",4,345,0
345,"[[35, 127, 35, 271, 434, 271, 434, 127]]",57456,0,522,"[35, 127, 399, 144]",7,346,0
346,"[[180, 125, 180, 287, 362, 287, 362, 125]]",29484,0,524,"[180, 125, 182, 162]",13,347,0
347,"[[251, 77, 251, 238, 312, 238, 312, 77]]",9821,0,524,"[251, 77, 61, 161]",15,348,0
348,"[[439, 160, 439, 242, 500, 242, 500, 160]]",5002,0,525,"[439, 160, 61, 82]",14,349,1
349,"[[96, 158, 96, 226, 218, 226, 218, 158]]",8296,0,525,"[96, 158, 122, 68]",14,350,0
350,"[[442, 115, 442, 217, 500, 217, 500, 115]]",5916,0,525,"[442, 115, 58, 102]",15,351,0
351,"[[103, 112, 103, 219, 169, 219, 169, 112]]",7062,0,525,"[103, 112, 66, 107]",15,352,0
352,"[[166, 121, 166, 275, 222, 275, 222, 121]]",8624,0,526,"[166, 121, 56, 154]",15,353,1
353,"[[188, 87, 188, 316, 276, 316, 276, 87]]",20152,0,526,"[188, 87, 88, 229]",15,354,0
354,"[[258, 72, 258, 320, 440, 320, 440, 72]]",45136,0,526,"[258, 72, 182, 248]",15,355,0
355,"[[375, 84, 375, 304, 443, 304, 443, 84]]",14960,0,526,"[375, 84, 68, 220]",15,356,0
356,"[[420, 184, 420, 306, 488, 306, 488, 184]]",8296,0,526,"[420, 184, 68, 122]",9,357,0
357,"[[123, 67, 123, 310, 319, 310, 319, 67]]",47628,0,528,"[123, 67, 196, 243]",8,358,0
358,"[[193, 141, 193, 256, 352, 256, 352, 141]]",18285,0,535,"[193, 141, 159, 115]",2,359,0
359,"[[1, 141, 1, 269, 121, 269, 121, 141]]",15360,0,535,"[1, 141, 120, 128]",2,360,0
360,"[[205, 54, 205, 239, 316, 239, 316, 54]]",20535,0,535,"[205, 54, 111, 185]",15,361,0
361,"[[0, 66, 0, 247, 71, 247, 71, 66]]",12851,0,535,"[0, 66, 71, 181]",15,362,0
362,"[[129, 91, 129, 207, 171, 207, 171, 91]]",4872,0,535,"[129, 91, 42, 116]",15,363,0
363,"[[110, 11, 110, 400, 396, 400, 396, 11]]",111254,0,537,"[110, 11, 286, 389]",12,364,0
364,"[[112, 194, 112, 213, 150, 213, 150, 194]]",722,0,541,"[112, 194, 38, 19]",7,365,1
365,"[[223, 192, 223, 208, 268, 208, 268, 192]]",720,0,541,"[223, 192, 45, 16]",7,366,1
366,"[[236, 193, 236, 212, 272, 212, 272, 193]]",684,0,541,"[236, 193, 36, 19]",7,367,1
367,"[[247, 195, 247, 214, 287, 214, 287, 195]]",760,0,541,"[247, 195, 40, 19]",7,368,1
368,"[[258, 193, 258, 219, 335, 219, 335, 193]]",2002,0,541,"[258, 193, 77, 26]",7,369,0
369,"[[94, 190, 94, 195, 124, 195, 124, 190]]",150,0,541,"[94, 190, 30, 5]",7,370,1
370,"[[78, 201, 78, 221, 156, 221, 156, 201]]",1560,0,541,"[78, 201, 78, 20]",7,371,1
371,"[[154, 204, 154, 222, 169, 222, 169, 204]]",270,0,541,"[154, 204, 15, 18]",15,372,1
372,"[[285, 92, 285, 229, 491, 229, 491, 92]]",28222,0,544,"[285, 92, 206, 137]",8,373,0
373,"[[0, 65, 0, 326, 307, 326, 307, 65]]",80127,0,544,"[0, 65, 307, 261]",8,374,0
374,"[[0, 48, 0, 499, 341, 499, 341, 48]]",153791,0,549,"[0, 48, 341, 451]",8,375,0
375,"[[101, 212, 101, 375, 473, 375, 473, 212]]",60636,0,550,"[101, 212, 372, 163]",11,376,0
376,"[[379, 117, 379, 174, 443, 174, 443, 117]]",3648,0,550,"[379, 117, 64, 57]",9,377,0
377,"[[323, 159, 323, 221, 413, 221, 413, 159]]",5580,0,550,"[323, 159, 90, 62]",9,378,1
378,"[[149, 127, 149, 229, 233, 229, 233, 127]]",8568,0,550,"[149, 127, 84, 102]",9,379,0
379,"[[92, 171, 92, 288, 171, 288, 171, 171]]",9243,0,550,"[92, 171, 79, 117]",9,380,1
380,"[[17, 297, 17, 375, 252, 375, 252, 297]]",18330,0,550,"[17, 297, 235, 78]",9,381,1
381,"[[467, 267, 467, 375, 500, 375, 500, 267]]",3564,0,550,"[467, 267, 33, 108]",9,382,1
382,"[[3, 121, 3, 258, 498, 258, 498, 121]]",67815,0,552,"[3, 121, 495, 137]",1,383,0
383,"[[97, 74, 97, 167, 426, 167, 426, 74]]",30597,0,552,"[97, 74, 329, 93]",1,384,0
384,"[[117, 76, 117, 304, 260, 304, 260, 76]]",32604,0,554,"[117, 76, 143, 228]",15,385,0
385,"[[1, 188, 1, 375, 500, 375, 500, 188]]",93313,0,554,"[1, 188, 499, 187]",18,386,0
386,"[[274, 66, 274, 101, 368, 101, 368, 66]]",3290,0,554,"[274, 66, 94, 35]",7,387,0
387,"[[315, 76, 315, 117, 436, 117, 436, 76]]",4961,0,554,"[315, 76, 121, 41]",7,388,0
388,"[[265, 94, 265, 142, 397, 142, 397, 94]]",6336,0,554,"[265, 94, 132, 48]",7,389,0
389,"[[90, 72, 90, 111, 179, 111, 179, 72]]",3471,0,554,"[90, 72, 89, 39]",7,390,0
390,"[[343, 116, 343, 165, 433, 165, 433, 116]]",4410,0,554,"[343, 116, 90, 49]",7,391,1
391,"[[1, 110, 1, 299, 262, 299, 262, 110]]",49329,0,555,"[1, 110, 261, 189]",18,392,0
392,"[[265, 62, 265, 181, 332, 181, 332, 62]]",7973,0,555,"[265, 62, 67, 119]",15,393,0
393,"[[159, 178, 159, 374, 422, 374, 422, 178]]",51548,0,555,"[159, 178, 263, 196]",15,394,0
394,"[[0, 173, 0, 374, 186, 374, 186, 173]]",37386,0,555,"[0, 173, 186, 201]",15,395,0
395,"[[60, 89, 60, 255, 213, 255, 213, 89]]",25398,0,555,"[60, 89, 153, 166]",15,396,0
396,"[[156, 78, 156, 217, 261, 217, 261, 78]]",14595,0,555,"[156, 78, 105, 139]",15,397,0
397,"[[269, 97, 269, 188, 339, 188, 339, 97]]",6370,0,555,"[269, 97, 70, 91]",9,398,0
398,"[[421, 115, 421, 224, 500, 224, 500, 115]]",8611,0,555,"[421, 115, 79, 109]",9,399,0
399,"[[379, 91, 379, 217, 499, 217, 499, 91]]",15120,0,555,"[379, 91, 120, 126]",15,400,0
400,"[[35, 249, 35, 354, 79, 354, 79, 249]]",4620,0,559,"[35, 249, 44, 105]",5,401,0
401,"[[159, 25, 159, 241, 371, 241, 371, 25]]",45792,0,559,"[159, 25, 212, 216]",20,402,0
402,"[[55, 91, 55, 374, 422, 374, 422, 91]]",103861,0,565,"[55, 91, 367, 283]",2,403,0
403,"[[0, 0, 0, 333, 479, 333, 479, 0]]",159507,0,577,"[0, 0, 479, 333]",13,404,0
404,"[[12, 86, 12, 248, 490, 248, 490, 86]]",77436,0,583,"[12, 86, 478, 162]",14,405,0
405,"[[238, 30, 238, 105, 348, 105, 348, 30]]",8250,0,583,"[238, 30, 110, 75]",14,406,1
406,"[[232, 28, 232, 81, 319, 81, 319, 28]]",4611,0,583,"[232, 28, 87, 53]",15,407,1
407,"[[110, 55, 110, 112, 129, 112, 129, 55]]",1083,0,583,"[110, 55, 19, 57]",15,408,1
408,"[[131, 53, 131, 94, 152, 94, 152, 53]]",861,0,583,"[131, 53, 21, 41]",15,409,1
409,"[[155, 58, 155, 75, 171, 75, 171, 58]]",272,0,583,"[155, 58, 16, 17]",15,410,1
410,"[[72, 0, 72, 375, 315, 375, 315, 0]]",91125,0,589,"[72, 0, 243, 375]",15,411,0
411,"[[53, 126, 53, 268, 97, 268, 97, 126]]",6248,0,589,"[53, 126, 44, 142]",15,412,0
412,"[[0, 117, 0, 300, 33, 300, 33, 117]]",6039,0,589,"[0, 117, 33, 183]",15,413,0
413,"[[198, 108, 198, 336, 500, 336, 500, 108]]",68856,0,590,"[198, 108, 302, 228]",7,414,0
414,"[[340, 275, 340, 375, 433, 375, 433, 275]]",9300,0,592,"[340, 275, 93, 100]",9,415,0
415,"[[440, 265, 440, 322, 500, 322, 500, 265]]",3420,0,592,"[440, 265, 60, 57]",9,416,1
416,"[[438, 297, 438, 375, 500, 375, 500, 297]]",4836,0,592,"[438, 297, 62, 78]",9,417,1
417,"[[195, 172, 195, 290, 384, 290, 384, 172]]",22302,0,592,"[195, 172, 189, 118]",18,418,0
418,"[[277, 227, 277, 362, 475, 362, 475, 227]]",26730,0,592,"[277, 227, 198, 135]",18,419,1
419,"[[128, 150, 128, 218, 203, 218, 203, 150]]",5100,0,592,"[128, 150, 75, 68]",16,420,0
420,"[[275, 148, 275, 177, 320, 177, 320, 148]]",1305,0,592,"[275, 148, 45, 29]",20,421,1
421,"[[4, 251, 4, 375, 155, 375, 155, 251]]",18724,0,592,"[4, 251, 151, 124]",18,422,1
422,"[[89, 272, 89, 375, 111, 375, 111, 272]]",2266,0,592,"[89, 272, 22, 103]",9,423,1
423,"[[51, 299, 51, 375, 106, 375, 106, 299]]",4180,0,592,"[51, 299, 55, 76]",9,424,1
424,"[[309, 162, 309, 220, 356, 220, 356, 162]]",2726,0,597,"[309, 162, 47, 58]",15,425,0
425,"[[458, 167, 458, 208, 497, 208, 497, 167]]",1599,0,597,"[458, 167, 39, 41]",15,426,0
426,"[[385, 176, 385, 314, 465, 314, 465, 176]]",11040,0,597,"[385, 176, 80, 138]",15,427,0
427,"[[229, 210, 229, 270, 274, 270, 274, 210]]",2700,0,597,"[229, 210, 45, 60]",9,428,0
428,"[[301, 241, 301, 320, 370, 320, 370, 241]]",5451,0,597,"[301, 241, 69, 79]",9,429,0
429,"[[403, 233, 403, 308, 468, 308, 468, 233]]",4875,0,597,"[403, 233, 65, 75]",9,430,0
430,"[[487, 253, 487, 295, 500, 295, 500, 253]]",546,0,597,"[487, 253, 13, 42]",9,431,1
431,"[[35, 224, 35, 304, 95, 304, 95, 224]]",4800,0,597,"[35, 224, 60, 80]",9,432,0
432,"[[194, 180, 194, 212, 235, 212, 235, 180]]",1312,0,597,"[194, 180, 41, 32]",20,433,0
433,"[[111, 191, 111, 238, 139, 238, 139, 191]]",1316,0,597,"[111, 191, 28, 47]",20,434,0
434,"[[320, 174, 320, 192, 386, 192, 386, 174]]",1188,0,605,"[320, 174, 66, 18]",7,435,0
435,"[[15, 133, 15, 275, 460, 275, 460, 133]]",63190,0,609,"[15, 133, 445, 142]",12,436,0
436,"[[157, 143, 157, 500, 375, 500, 375, 143]]",77826,0,612,"[157, 143, 218, 357]",15,437,0
437,"[[0, 109, 0, 500, 195, 500, 195, 109]]",76245,0,612,"[0, 109, 195, 391]",15,438,0
438,"[[0, 0, 0, 213, 374, 213, 374, 0]]",79662,0,612,"[0, 0, 374, 213]",19,439,0
439,"[[113, 181, 113, 309, 303, 309, 303, 181]]",24320,0,620,"[113, 181, 190, 128]",7,440,0
440,"[[50, 266, 50, 280, 71, 280, 71, 266]]",294,0,620,"[50, 266, 21, 14]",7,441,1
441,"[[18, 271, 18, 284, 36, 284, 36, 271]]",234,0,620,"[18, 271, 18, 13]",7,442,1
442,"[[155, 86, 155, 339, 401, 339, 401, 86]]",62238,0,622,"[155, 86, 246, 253]",10,443,0
443,"[[371, 276, 371, 337, 463, 337, 463, 276]]",5612,0,625,"[371, 276, 92, 61]",9,444,1
444,"[[371, 214, 371, 288, 468, 288, 468, 214]]",7178,0,625,"[371, 214, 97, 74]",9,445,1
445,"[[477, 213, 477, 278, 499, 278, 499, 213]]",1430,0,625,"[477, 213, 22, 65]",9,446,1
446,"[[475, 273, 475, 334, 500, 334, 500, 273]]",1525,0,625,"[475, 273, 25, 61]",9,447,1
447,"[[262, 208, 262, 281, 288, 281, 288, 208]]",1898,0,625,"[262, 208, 26, 73]",9,448,1
448,"[[261, 275, 261, 331, 288, 331, 288, 275]]",1512,0,625,"[261, 275, 27, 56]",9,449,1
449,"[[153, 204, 153, 274, 187, 274, 187, 204]]",2380,0,625,"[153, 204, 34, 70]",9,450,1
450,"[[153, 269, 153, 326, 187, 326, 187, 269]]",1938,0,625,"[153, 269, 34, 57]",9,451,1
451,"[[64, 205, 64, 277, 100, 277, 100, 205]]",2592,0,625,"[64, 205, 36, 72]",9,452,1
452,"[[67, 268, 67, 328, 86, 328, 86, 268]]",1140,0,625,"[67, 268, 19, 60]",9,453,1
453,"[[57, 23, 57, 86, 86, 86, 86, 23]]",1827,0,625,"[57, 23, 29, 63]",9,454,1
454,"[[51, 78, 51, 158, 86, 158, 86, 78]]",2800,0,625,"[51, 78, 35, 80]",9,455,1
455,"[[162, 25, 162, 93, 199, 93, 199, 25]]",2516,0,625,"[162, 25, 37, 68]",9,456,1
456,"[[161, 82, 161, 152, 194, 152, 194, 82]]",2310,0,625,"[161, 82, 33, 70]",9,457,1
457,"[[273, 25, 273, 92, 300, 92, 300, 25]]",1809,0,625,"[273, 25, 27, 67]",9,458,1
458,"[[272, 87, 272, 166, 307, 166, 307, 87]]",2765,0,625,"[272, 87, 35, 79]",9,459,1
459,"[[374, 25, 374, 92, 400, 92, 400, 25]]",1742,0,625,"[374, 25, 26, 67]",9,460,1
460,"[[373, 84, 373, 153, 398, 153, 398, 84]]",1725,0,625,"[373, 84, 25, 69]",9,461,1
461,"[[481, 26, 481, 88, 500, 88, 500, 26]]",1178,0,625,"[481, 26, 19, 62]",9,462,1
462,"[[479, 84, 479, 155, 500, 155, 500, 84]]",1491,0,625,"[479, 84, 21, 71]",9,463,1
463,"[[394, 208, 394, 294, 486, 294, 486, 208]]",7912,0,625,"[394, 208, 92, 86]",15,464,0
464,"[[270, 213, 270, 291, 373, 291, 373, 213]]",8034,0,625,"[270, 213, 103, 78]",15,465,0
465,"[[269, 273, 269, 334, 372, 334, 372, 273]]",6283,0,625,"[269, 273, 103, 61]",15,466,0
466,"[[163, 268, 163, 328, 253, 328, 253, 268]]",5400,0,625,"[163, 268, 90, 60]",15,467,1
467,"[[170, 203, 170, 278, 263, 278, 263, 203]]",6975,0,625,"[170, 203, 93, 75]",15,468,0
468,"[[75, 193, 75, 273, 164, 273, 164, 193]]",7120,0,625,"[75, 193, 89, 80]",15,469,0
469,"[[75, 272, 75, 326, 162, 326, 162, 272]]",4698,0,625,"[75, 272, 87, 54]",15,470,0
470,"[[66, 81, 66, 160, 169, 160, 169, 81]]",8137,0,625,"[66, 81, 103, 79]",15,471,0
471,"[[63, 15, 63, 96, 162, 96, 162, 15]]",8019,0,625,"[63, 15, 99, 81]",15,472,0
472,"[[173, 16, 173, 92, 274, 92, 274, 16]]",7676,0,625,"[173, 16, 101, 76]",15,473,0
473,"[[171, 84, 171, 184, 283, 184, 283, 84]]",11200,0,625,"[171, 84, 112, 100]",15,474,0
474,"[[278, 20, 278, 110, 376, 110, 376, 20]]",8820,0,625,"[278, 20, 98, 90]",15,475,0
475,"[[282, 93, 282, 183, 418, 183, 418, 93]]",12240,0,625,"[282, 93, 136, 90]",15,476,0
476,"[[387, 17, 387, 96, 483, 96, 483, 17]]",7584,0,625,"[387, 17, 96, 79]",15,477,1
477,"[[388, 87, 388, 183, 500, 183, 500, 87]]",10752,0,625,"[388, 87, 112, 96]",15,478,0
478,"[[0, 19, 0, 96, 57, 96, 57, 19]]",4389,0,625,"[0, 19, 57, 77]",15,479,1
479,"[[2, 83, 2, 178, 115, 178, 115, 83]]",10735,0,625,"[2, 83, 113, 95]",15,480,1
480,"[[281, 175, 281, 255, 351, 255, 351, 175]]",5600,0,632,"[281, 175, 70, 80]",20,481,0
481,"[[290, 274, 290, 375, 500, 375, 500, 274]]",21210,0,632,"[290, 274, 210, 101]",18,482,1
482,"[[60, 166, 60, 335, 178, 335, 178, 166]]",19942,0,632,"[60, 166, 118, 169]",9,483,0
483,"[[299, 121, 299, 240, 433, 240, 433, 121]]",15946,0,633,"[299, 121, 134, 119]",20,484,0
484,"[[1, 21, 1, 375, 339, 375, 339, 21]]",119652,0,633,"[1, 21, 338, 354]",15,485,0
485,"[[153, 148, 153, 342, 420, 342, 420, 148]]",51798,0,635,"[153, 148, 267, 194]",19,486,0
486,"[[14, 208, 14, 238, 40, 238, 40, 208]]",780,0,635,"[14, 208, 26, 30]",19,487,1
487,"[[393, 198, 393, 223, 404, 223, 404, 198]]",275,0,648,"[393, 198, 11, 25]",15,488,1
488,"[[423, 198, 423, 220, 436, 220, 436, 198]]",286,0,648,"[423, 198, 13, 22]",15,489,1
